loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,total_acc,total_pymnt,application_type
5000,4998.142031, 36 months,7.49%,155.51,A,n/a,MORTGAGE,32400,Not Verified,Fully Paid,car,KY,7,5598.284713,Individual
20000,20000, 60 months,11.99%,444.79,B,n/a,MORTGAGE,92400,Source Verified,Fully Paid,home_improvement,VA,35,24585.50377,Individual
10500,10500, 36 months,6.99%,324.17,A,< 1 year,RENT,45000,Verified,Fully Paid,car,NJ,13,11421.95073,Individual
4800,4800, 60 months,17.49%,120.57,D,7 years,OWN,54996,Source Verified,Charged Off,other,IL,23,3086.84,Individual
10675,10675, 36 months,7.49%,332.01,A,10+ years,MORTGAGE,61838.4,Not Verified,Fully Paid,credit_card,CA,15,11861.57998,Individual
8450,8435.713629, 36 months,12.99%,284.68,C,2 years,RENT,100000,Not Verified,Fully Paid,credit_card,NJ,27,9900.252872,Individual
5200,5200, 60 months,18.39%,133.16,E,2 years,RENT,57739,Source Verified,Fully Paid,debt_consolidation,FL,7,5887.398894,Individual
4300,4300, 36 months,5.99%,130.8,A,4 years,MORTGAGE,27000,Source Verified,Fully Paid,credit_card,AR,42,4600.687248,Individual
6000,6000, 60 months,12.99%,136.49,C,10+ years,MORTGAGE,30000,Not Verified,Fully Paid,home_improvement,NC,19,8189.209243,Individual
5400,5400, 36 months,5.99%,164.26,A,< 1 year,MORTGAGE,121008,Source Verified,Fully Paid,debt_consolidation,NY,29,5427.37,Individual
3600,3600, 36 months,10.59%,117.17,B,< 1 year,OWN,70000,Source Verified,Charged Off,debt_consolidation,VA,41,3311.47,Individual
5000,5000, 36 months,9.99%,161.32,B,3 years,RENT,36996,Source Verified,Fully Paid,major_purchase,NC,19,5803.319562,Individual
2000,2000, 36 months,8.49%,63.13,A,< 1 year,RENT,19200,Source Verified,Charged Off,small_business,MA,9,1197.48,Individual
4775,4775, 36 months,12.99%,160.87,C,2 years,RENT,47004,Source Verified,Fully Paid,debt_consolidation,MA,14,5791.128539,Individual
18200,18200, 60 months,15.99%,442.5,D,2 years,MORTGAGE,44088,Not Verified,Charged Off,debt_consolidation,OH,19,9735,Individual
3500,3500, 36 months,12.99%,117.92,C,3 years,RENT,24000,Not Verified,Fully Paid,debt_consolidation,WA,8,4152.160021,Individual
3500,3500, 36 months,6.99%,108.06,A,3 years,OWN,49000,Not Verified,Fully Paid,wedding,NC,15,3881.139035,Individual
16000,15750, 60 months,10.59%,344.62,B,5 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,CA,6,20676.91,Individual
5200,5200, 36 months,11.49%,171.46,B,5 years,MORTGAGE,81120,Not Verified,Fully Paid,car,WA,16,5880.146613,Individual
2500,2500, 36 months,8.49%,78.91,A,9 years,RENT,42000,Source Verified,Fully Paid,other,NY,4,2840.648103,Individual
6000,6000, 60 months,16.49%,147.48,D,10+ years,RENT,60000,Source Verified,Fully Paid,debt_consolidation,PA,24,8848.343924,Individual
30000,29950, 60 months,16.89%,743.81,D,< 1 year,RENT,64512,Verified,Charged Off,debt_consolidation,OH,41,24225.2,Individual
6000,6000, 36 months,8.49%,189.38,A,4 years,MORTGAGE,35000,Source Verified,Fully Paid,home_improvement,CA,16,6376.827581,Individual
17500,17475, 60 months,20.99%,473.34,F,3 years,RENT,91200,Verified,Fully Paid,debt_consolidation,CA,28,24146.44763,Individual
10000,9921.010462, 36 months,9.99%,322.63,B,10+ years,MORTGAGE,69000,Source Verified,Fully Paid,debt_consolidation,CA,13,11614.46797,Individual
24000,23950, 60 months,14.79%,568.32,C,6 years,MORTGAGE,130000,Verified,Fully Paid,credit_card,MA,39,34090.12566,Individual
16000,16000, 36 months,5.99%,486.68,A,10+ years,MORTGAGE,39000,Source Verified,Fully Paid,debt_consolidation,AL,30,17520.42125,Individual
3000,3000, 36 months,8.49%,94.69,A,< 1 year,RENT,35000,Not Verified,Fully Paid,wedding,NJ,13,3219.573478,Individual
10000,9998.40791, 60 months,10.59%,215.39,B,8 years,MORTGAGE,130000,Source Verified,Fully Paid,other,AZ,30,12938.53,Individual
18250,18200, 60 months,16.89%,452.49,D,10+ years,MORTGAGE,30000,Verified,Charged Off,other,VA,13,18514.31,Individual
7200,7200, 36 months,11.49%,237.4,B,4 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,NY,10,8546.10102,Individual
22000,21975, 36 months,7.49%,684.24,A,10+ years,OWN,50343,Source Verified,Fully Paid,debt_consolidation,CA,21,24632.46962,Individual
34000,34000, 36 months,10.59%,1106.53,B,10+ years,RENT,81000,Verified,Fully Paid,debt_consolidation,CO,31,38913.93005,Individual
8000,8000, 60 months,13.49%,184.04,C,8 years,MORTGAGE,29056.87,Verified,Charged Off,debt_consolidation,OH,13,2614.39,Individual
3600,3600, 36 months,8.49%,113.63,A,10+ years,MORTGAGE,95000,Not Verified,Fully Paid,major_purchase,CA,37,4090.535202,Individual
3000,3000, 60 months,10.74%,64.84,B,1 year,MORTGAGE,97000,Source Verified,Charged Off,credit_card,CT,26,1546.12,Individual
7000,7000, 60 months,16.89%,173.56,D,7 years,MORTGAGE,54000,Source Verified,Fully Paid,home_improvement,NV,30,7098.96,Individual
10750,10725, 60 months,15.23%,257.05,C,10+ years,RENT,36960,Source Verified,Fully Paid,car,CA,28,15041.85001,Individual
21000,20700, 60 months,18.79%,542.33,E,< 1 year,MORTGAGE,81000,Verified,Fully Paid,debt_consolidation,FL,22,32576.74006,Individual
1000,1000, 36 months,7.49%,31.11,A,2 years,RENT,39996,Not Verified,Fully Paid,other,AZ,12,1119.62314,Individual
8400,8400, 60 months,13.49%,193.24,C,< 1 year,MORTGAGE,75000,Source Verified,Fully Paid,debt_consolidation,AL,17,11594.35191,Individual
9800,9750, 60 months,12.99%,222.93,C,4 years,OWN,85000,Source Verified,Fully Paid,debt_consolidation,WV,12,13375.79999,Individual
6000,6000, 60 months,11.49%,131.93,B,6 years,MORTGAGE,80000,Not Verified,Fully Paid,credit_card,CO,28,6333.872102,Individual
3500,3500, 36 months,13.49%,118.76,C,10+ years,MORTGAGE,118374,Not Verified,Fully Paid,other,VA,31,3910.963881,Individual
9000,9000, 36 months,8.49%,284.07,A,10+ years,RENT,62400,Source Verified,Fully Paid,other,MA,30,9186.452051,Individual
7000,7000, 60 months,15.99%,170.19,D,6 years,RENT,45000,Source Verified,Fully Paid,other,TX,10,9291.979506,Individual
7500,7500, 36 months,5.99%,228.14,A,5 years,RENT,115000,Source Verified,Fully Paid,debt_consolidation,CA,31,7959.980271,Individual
15600,15600, 36 months,10.99%,510.66,B,< 1 year,RENT,69000,Verified,Fully Paid,credit_card,NY,37,18383.34068,Individual
20000,19750, 36 months,10.99%,654.68,B,3 years,MORTGAGE,56000,Verified,Fully Paid,credit_card,AL,34,23252.99658,Individual
10000,10000, 60 months,16.49%,245.8,D,10+ years,MORTGAGE,70000,Source Verified,Fully Paid,debt_consolidation,MT,34,13841.92889,Individual
11500,11500, 60 months,15.23%,274.98,C,10+ years,MORTGAGE,90000,Source Verified,Fully Paid,small_business,NY,22,16498.31411,Individual
16000,16000, 60 months,10.37%,342.88,B,6 years,MORTGAGE,62400,Source Verified,Fully Paid,home_improvement,CA,18,20020.61209,Individual
4750,4750, 60 months,16.49%,116.76,D,3 years,RENT,23000,Not Verified,Fully Paid,debt_consolidation,NJ,16,6727.355361,Individual
35000,34928.48551, 60 months,21.74%,961.5,F,10+ years,MORTGAGE,144000,Verified,Charged Off,other,CA,40,15384,Individual
8000,8000, 60 months,13.99%,186.11,C,2 years,RENT,40000,Not Verified,Fully Paid,wedding,MD,10,11167.8,Individual
16000,16000, 36 months,11.99%,531.36,B,2 years,RENT,70000,Not Verified,Fully Paid,debt_consolidation,NY,12,17302.3715,Individual
3600,3600, 36 months,11.99%,119.56,B,< 1 year,RENT,50000,Not Verified,Fully Paid,debt_consolidation,MD,22,4115.207542,Individual
28000,28000, 60 months,10.99%,608.65,B,7 years,MORTGAGE,102000,Source Verified,Fully Paid,car,CA,17,36044.66723,Individual
21600,21550, 60 months,18.39%,553.1,E,1 year,MORTGAGE,135000,Verified,Charged Off,home_improvement,NJ,39,9312.37,Individual
9000,9000, 36 months,7.49%,279.92,A,10+ years,MORTGAGE,81600,Not Verified,Fully Paid,credit_card,CA,16,9691.962845,Individual
5000,5000, 36 months,9.99%,161.32,B,< 1 year,RENT,19200,Source Verified,Fully Paid,car,CO,6,5807.205108,Individual
35000,28825.00602, 60 months,21.74%,961.5,F,n/a,MORTGAGE,73000,Verified,Charged Off,small_business,OH,26,12322.12,Individual
3000,3000, 36 months,5.42%,90.48,A,10+ years,MORTGAGE,58000,Not Verified,Fully Paid,home_improvement,FL,38,3240.96986,Individual
10000,10000, 36 months,7.49%,311.02,A,2 years,RENT,36000,Source Verified,Fully Paid,debt_consolidation,TX,8,10950.85769,Individual
7800,7800, 36 months,15.62%,272.77,D,2 years,RENT,55000,Verified,Fully Paid,vacation,MD,19,9517.260678,Individual
12000,12000, 36 months,12.99%,404.27,C,1 year,RENT,79500,Source Verified,Charged Off,other,NC,27,2829.89,Individual
16600,16600, 60 months,12.99%,377.62,C,10+ years,MORTGAGE,52000,Source Verified,Fully Paid,debt_consolidation,NC,19,21163.13499,Individual
9000,9000, 36 months,16.49%,318.6,D,1 year,OWN,61300,Not Verified,Fully Paid,credit_card,MD,18,11469.36249,Individual
4800,4800, 60 months,18.39%,122.91,E,2 years,MORTGAGE,180000,Verified,Charged Off,other,NV,41,860.37,Individual
23425,23425, 60 months,17.88%,593.32,E,< 1 year,MORTGAGE,115000,Verified,Fully Paid,debt_consolidation,CO,20,32689.16557,Individual
15000,15000, 36 months,13.43%,508.53,C,10+ years,RENT,60000,Verified,Fully Paid,debt_consolidation,NY,17,18306.70995,Individual
3500,3500, 36 months,7.29%,108.54,A,1 year,RENT,74400,Not Verified,Fully Paid,car,CA,12,3521.55,Individual
9450,9450, 36 months,10.37%,306.57,B,< 1 year,RENT,23004,Source Verified,Charged Off,home_improvement,LA,8,5227.61,Individual
15400,15375, 60 months,17.51%,386.97,E,3 years,MORTGAGE,76092,Verified,Fully Paid,home_improvement,NV,24,19052.76672,Individual
16800,16800, 60 months,11.11%,366.2,B,< 1 year,MORTGAGE,75000,Verified,Fully Paid,car,MA,15,21790.00999,Individual
10000,10000, 36 months,7.29%,310.1,A,9 years,MORTGAGE,75000,Not Verified,Fully Paid,major_purchase,CT,32,10709.29793,Individual
3000,3000, 36 months,5.79%,90.99,A,1 year,MORTGAGE,71040,Not Verified,Fully Paid,car,PA,25,3116.84665,Individual
24000,23550, 36 months,6.92%,740.18,A,< 1 year,MORTGAGE,72000,Verified,Fully Paid,debt_consolidation,IL,32,26646.1923,Individual
15000,15000, 36 months,10.00%,484.01,B,7 years,MORTGAGE,41604,Not Verified,Fully Paid,debt_consolidation,TX,16,17424.26841,Individual
8500,8500, 36 months,7.29%,263.59,A,3 years,MORTGAGE,73000,Not Verified,Fully Paid,home_improvement,OH,14,9225.939585,Individual
9100,9100, 60 months,17.14%,226.85,E,10+ years,MORTGAGE,45000,Not Verified,Fully Paid,medical,CA,23,13508.11999,Individual
3500,3500, 36 months,15.65%,122.45,D,2 years,RENT,24000,Not Verified,Fully Paid,major_purchase,CA,4,3978.680781,Individual
11000,11000, 36 months,15.28%,382.83,D,3 years,RENT,41280,Not Verified,Fully Paid,major_purchase,AZ,17,12538.12265,Individual
8000,8000, 60 months,18.25%,204.24,F,2 years,RENT,44100,Source Verified,Fully Paid,wedding,NY,12,11991.76,Individual
3000,3000, 60 months,18.25%,76.59,F,3 years,RENT,22800,Not Verified,Fully Paid,car,NC,11,3669.272474,Individual
9950,9950, 60 months,16.02%,242.08,D,1 year,RENT,69096,Source Verified,Fully Paid,debt_consolidation,NC,35,10848.51152,Individual
11000,10913.34991, 36 months,9.63%,353.04,B,1 year,OWN,39996,Not Verified,Fully Paid,major_purchase,OH,16,12709.078,Individual
8000,7651.182405, 60 months,16.40%,196.25,E,5 years,RENT,45000,Source Verified,Fully Paid,debt_consolidation,NJ,20,9229.9174,Individual
4300,4300, 36 months,7.66%,134.08,A,5 years,MORTGAGE,86604,Not Verified,Fully Paid,major_purchase,VA,19,4826.595324,Individual
4900,4625, 60 months,7.66%,98.56,A,7 years,RENT,34224,Not Verified,Fully Paid,credit_card,FL,16,5913.521923,Individual
1500,1500, 36 months,5.42%,45.24,A,2 years,RENT,18700,Not Verified,Fully Paid,debt_consolidation,GA,10,1628.630158,Individual
11200,11200, 36 months,7.29%,347.32,A,5 years,MORTGAGE,72000,Not Verified,Fully Paid,major_purchase,CA,15,12503.13726,Individual
28000,27750, 60 months,10.74%,605.17,B,10+ years,OWN,53004,Verified,Fully Paid,debt_consolidation,IL,30,35523.74999,Individual
8000,8000, 36 months,16.02%,281.34,D,4 years,MORTGAGE,112000,Not Verified,Fully Paid,other,NY,16,8959.328184,Individual
35000,32908.79058, 60 months,20.11%,929.43,G,10+ years,MORTGAGE,150000,Verified,Fully Paid,home_improvement,TX,23,55411.21052,Individual
5000,5000, 36 months,11.11%,163.96,B,3 years,RENT,65004,Not Verified,Charged Off,other,CA,27,1222.85,Individual
8000,8000, 60 months,15.28%,191.5,D,1 year,RENT,53140,Source Verified,Fully Paid,credit_card,NY,14,10931.04727,Individual
10000,10000, 36 months,14.54%,344.41,D,10+ years,MORTGAGE,78000,Source Verified,Fully Paid,debt_consolidation,GA,24,12398.53093,Individual
9600,9600, 60 months,10.74%,207.49,B,8 years,MORTGAGE,52008,Source Verified,Fully Paid,car,NJ,12,12448.9769,Individual
4000,3750, 36 months,7.66%,124.72,A,10+ years,RENT,91000,Source Verified,Fully Paid,debt_consolidation,CA,27,4489.880273,Individual
15000,14975, 60 months,12.68%,338.85,C,< 1 year,RENT,45000,Source Verified,Fully Paid,debt_consolidation,MA,19,20276.74002,Individual
1800,1800, 36 months,16.02%,63.31,D,9 years,RENT,50960,Verified,Fully Paid,small_business,AL,32,2278.721541,Individual
12000,11750, 60 months,10.00%,254.97,B,10+ years,MORTGAGE,110004,Verified,Fully Paid,debt_consolidation,CA,31,15104.80998,Individual
3000,3000, 36 months,5.42%,90.48,A,10+ years,MORTGAGE,94000,Source Verified,Fully Paid,major_purchase,MO,24,3257.260315,Individual
10000,9750, 60 months,10.00%,212.48,B,4 years,RENT,36600,Verified,Charged Off,debt_consolidation,MA,25,6161.92,Individual
12200,12175, 60 months,12.68%,275.6,C,4 years,RENT,24000,Verified,Fully Paid,other,NY,9,16535.42999,Individual
19000,19000, 60 months,18.62%,488.91,F,10+ years,MORTGAGE,62000,Verified,Charged Off,debt_consolidation,WI,24,6379.27,Individual
6500,5825, 36 months,5.79%,197.13,A,3 years,MORTGAGE,65000,Verified,Fully Paid,home_improvement,NC,24,7096.472185,Individual
12000,12000, 60 months,10.00%,254.97,B,7 years,RENT,89000,Not Verified,Fully Paid,credit_card,NJ,16,15236.66618,Individual
6400,6050, 36 months,7.29%,198.47,A,< 1 year,MORTGAGE,50000,Verified,Fully Paid,debt_consolidation,FL,16,7005.155931,Individual
10400,10400, 60 months,6.00%,218.99,E,5 years,MORTGAGE,29000,Source Verified,Fully Paid,credit_card,TX,15,14137.57002,Individual
33950,32725.52541, 60 months,16.40%,832.84,E,3 years,MORTGAGE,84000,Verified,Fully Paid,home_improvement,AZ,33,48188.73184,Individual
2000,2000, 36 months,6.92%,61.69,A,3 years,RENT,34884,Source Verified,Fully Paid,wedding,LA,14,2200.187579,Individual
3800,3800, 60 months,7.66%,76.44,A,n/a,OWN,25200,Not Verified,Fully Paid,car,LA,13,4585.923286,Individual
10000,10000, 36 months,10.74%,326.16,B,10+ years,MORTGAGE,68000,Not Verified,Fully Paid,home_improvement,PA,20,11795.19396,Individual
5600,5600, 60 months,19.36%,146.38,F,3 years,RENT,49008,Source Verified,Fully Paid,major_purchase,MN,25,7377.181049,Individual
21000,20750, 60 months,15.65%,506.79,D,5 years,RENT,57200,Verified,Fully Paid,debt_consolidation,NY,35,29952.02005,Individual
6800,6800, 36 months,9.63%,218.24,B,8 years,RENT,28800,Source Verified,Fully Paid,debt_consolidation,TX,21,7715.475651,Individual
13750,13750, 60 months,16.77%,340.03,E,10+ years,RENT,36000,Verified,Fully Paid,debt_consolidation,IL,34,20401.71439,Individual
6000,6000, 60 months,10.37%,128.58,B,1 year,RENT,24000,Source Verified,Fully Paid,car,NY,9,7715.692146,Individual
24000,24000, 60 months,12.68%,542.16,C,3 years,RENT,107500,Verified,Fully Paid,credit_card,CA,20,32484.64008,Individual
10000,9975, 60 months,17.14%,249.28,E,7 years,MORTGAGE,63000,Verified,Charged Off,house,NJ,27,6729.64,Individual
18000,17750, 60 months,11.11%,392.36,B,10+ years,MORTGAGE,138000,Verified,Fully Paid,debt_consolidation,TX,44,22686.33114,Individual
7000,6725, 36 months,10.37%,227.09,B,1 year,RENT,50000,Not Verified,Fully Paid,debt_consolidation,NY,8,7525.69806,Individual
4200,4200, 36 months,13.06%,141.64,C,10+ years,MORTGAGE,78000,Not Verified,Fully Paid,major_purchase,NJ,28,5098.865209,Individual
4000,4000, 36 months,14.54%,137.77,D,1 year,RENT,35000,Source Verified,Fully Paid,car,AZ,10,4959.349021,Individual
6000,6000, 36 months,10.00%,193.61,B,5 years,MORTGAGE,62004,Not Verified,Charged Off,debt_consolidation,NM,30,2338.32,Individual
3600,3600, 36 months,10.74%,117.42,B,2 years,RENT,72000,Not Verified,Fully Paid,credit_card,MD,28,3861.993517,Individual
18825,18775, 60 months,13.43%,432.49,C,10+ years,MORTGAGE,40000,Verified,Charged Off,debt_consolidation,CA,28,17299.6,Individual
9600,9600, 36 months,7.29%,297.7,A,10+ years,RENT,81960,Verified,Fully Paid,debt_consolidation,CA,30,10716.98652,Individual
2000,2000, 60 months,18.25%,51.06,F,2 years,RENT,37440,Source Verified,Charged Off,debt_consolidation,AZ,8,572.86,Individual
4000,4000, 36 months,9.63%,128.38,B,2 years,MORTGAGE,80569,Source Verified,Fully Paid,home_improvement,FL,19,4518.133574,Individual
30000,29950, 60 months,16.77%,741.88,E,8 years,MORTGAGE,111000,Verified,Fully Paid,debt_consolidation,NY,31,40338.32987,Individual
30000,28627.96207, 60 months,18.25%,765.89,F,< 1 year,MORTGAGE,90996,Source Verified,Fully Paid,major_purchase,NJ,24,44148.33903,Individual
8000,8000, 60 months,18.25%,204.24,F,4 years,RENT,60000,Not Verified,Fully Paid,other,FL,22,10893.49937,Individual
2800,2800, 36 months,12.68%,93.92,C,10+ years,MORTGAGE,82116,Source Verified,Fully Paid,other,GA,27,3377.846571,Individual
10000,10000, 36 months,17.14%,357.23,E,< 1 year,RENT,75000,Verified,Charged Off,debt_consolidation,CA,13,4887.63,Individual
6000,6000, 36 months,12.68%,201.25,C,10+ years,MORTGAGE,40000,Not Verified,Fully Paid,small_business,TX,20,7244.571702,Individual
30000,29975, 60 months,16.02%,729.87,D,4 years,MORTGAGE,119500,Verified,Fully Paid,credit_card,NY,33,43304.10985,Individual
35000,34750, 36 months,10.37%,1135.45,B,10+ years,OWN,242400,Source Verified,Fully Paid,debt_consolidation,CA,20,37457.96077,Individual
10000,9825, 36 months,10.74%,326.16,B,7 years,MORTGAGE,74000,Verified,Fully Paid,wedding,IL,19,11303.09772,Individual
25000,24550, 36 months,10.37%,811.03,B,6 years,RENT,133300,Verified,Fully Paid,debt_consolidation,NY,25,29197.05787,Individual
20000,19882.34025, 36 months,11.11%,655.82,B,3 years,RENT,115000,Source Verified,Fully Paid,debt_consolidation,NJ,11,23609.37864,Individual
20000,20000, 36 months,7.29%,620.2,A,7 years,OWN,34500,Verified,Fully Paid,debt_consolidation,OR,17,22327.09494,Individual
13000,12675, 36 months,7.29%,403.13,A,10+ years,MORTGAGE,180000,Verified,Fully Paid,home_improvement,FL,37,14489.01797,Individual
15000,15000, 60 months,15.28%,359.06,D,10+ years,MORTGAGE,105000,Not Verified,Fully Paid,debt_consolidation,MD,29,18935.4618,Individual
10500,10500, 36 months,7.66%,327.39,A,10+ years,MORTGAGE,48000,Source Verified,Charged Off,credit_card,IL,40,9495.53,Individual
23000,22725, 60 months,10.37%,492.88,B,10+ years,OWN,28000,Verified,Fully Paid,debt_consolidation,KY,57,29588.17995,Individual
14075,14075, 60 months,12.68%,317.95,C,8 years,MORTGAGE,61200,Source Verified,Fully Paid,debt_consolidation,AR,20,14224.1,Individual
8000,8000, 36 months,10.37%,259.53,B,8 years,MORTGAGE,60000,Source Verified,Fully Paid,debt_consolidation,CA,24,8267.276153,Individual
11000,10975, 60 months,10.37%,235.73,B,10+ years,MORTGAGE,48000,Verified,Fully Paid,car,OH,16,14068.66001,Individual
7200,7200, 36 months,10.00%,232.33,B,10+ years,RENT,66560,Verified,Fully Paid,home_improvement,TX,17,7707.391418,Individual
14000,13742.92431, 60 months,10.37%,300.02,B,10+ years,MORTGAGE,133000,Verified,Fully Paid,home_improvement,TX,48,17159.81279,Individual
22475,22425, 60 months,13.80%,520.63,C,10+ years,MORTGAGE,49000,Verified,Fully Paid,small_business,NY,38,23490.62856,Individual
11200,11107.04253, 36 months,5.42%,337.8,A,1 year,MORTGAGE,96000,Not Verified,Fully Paid,credit_card,FL,23,12157.07809,Individual
25000,25000, 36 months,15.65%,874.62,D,10+ years,MORTGAGE,92000,Verified,Fully Paid,debt_consolidation,FL,52,31485.95743,Individual
4325,4325, 36 months,11.11%,141.83,B,< 1 year,RENT,23000,Source Verified,Fully Paid,debt_consolidation,CA,10,5105.470168,Individual
13000,12909.48189, 36 months,10.74%,424.01,B,< 1 year,RENT,38400,Source Verified,Fully Paid,debt_consolidation,CA,9,15264.12606,Individual
20000,20000, 36 months,13.06%,674.46,C,10+ years,RENT,100000,Verified,Fully Paid,debt_consolidation,CA,48,21599.34243,Individual
20000,19942.57403, 60 months,13.06%,455.68,C,10+ years,OWN,40000,Not Verified,Fully Paid,debt_consolidation,GA,21,27340.47,Individual
8000,7975, 36 months,16.02%,281.34,D,< 1 year,OWN,33600,Not Verified,Fully Paid,debt_consolidation,CA,23,8491.684008,Individual
9600,9600, 36 months,5.79%,291.14,A,4 years,MORTGAGE,125000.32,Not Verified,Fully Paid,debt_consolidation,VA,21,10467.59578,Individual
14000,14000, 60 months,17.14%,349,E,3 years,MORTGAGE,52000,Source Verified,Fully Paid,debt_consolidation,TX,23,20939.13682,Individual
4750,4750, 36 months,11.11%,155.76,B,1 year,RENT,14400,Not Verified,Fully Paid,debt_consolidation,TX,7,5540.391684,Individual
11500,11500, 36 months,9.63%,369.08,B,4 years,MORTGAGE,50000,Not Verified,Charged Off,small_business,TX,5,8049.47,Individual
3000,3000, 36 months,12.68%,100.63,C,6 years,RENT,55000,Not Verified,Fully Paid,moving,PA,35,3593.692581,Individual
7500,7500, 36 months,5.79%,227.46,A,4 years,RENT,48000,Verified,Fully Paid,debt_consolidation,NY,19,8076.213238,Individual
15000,14998.09883, 36 months,5.79%,454.91,A,9 years,MORTGAGE,180000,Verified,Fully Paid,small_business,IL,41,16355.12256,Individual
10200,10200, 60 months,14.17%,238.24,C,10+ years,MORTGAGE,60000,Source Verified,Fully Paid,debt_consolidation,CA,34,14309.07001,Individual
12000,12000, 60 months,13.80%,277.98,C,3 years,MORTGAGE,112000,Verified,Fully Paid,major_purchase,CA,28,15739.0337,Individual
21000,20600, 36 months,10.74%,684.94,B,10+ years,MORTGAGE,93000,Verified,Fully Paid,credit_card,MD,24,24657.4296,Individual
2500,2500, 36 months,10.37%,81.11,B,6 years,RENT,26568,Not Verified,Fully Paid,debt_consolidation,CA,13,2767.997604,Individual
8000,8000, 36 months,16.02%,281.34,D,10+ years,RENT,56000,Source Verified,Charged Off,debt_consolidation,CA,14,8439.86,Individual
1000,1000, 36 months,5.42%,30.16,A,n/a,MORTGAGE,28800,Not Verified,Fully Paid,car,NJ,29,1078.426113,Individual
15000,14725, 36 months,12.68%,503.11,C,6 years,RENT,110000,Verified,Fully Paid,debt_consolidation,NV,46,18111.5422,Individual
6400,6400, 36 months,10.37%,207.63,B,2 years,RENT,26400,Source Verified,Fully Paid,medical,CO,7,7474.408784,Individual
16000,16000, 60 months,10.74%,345.81,B,10+ years,RENT,46000,Not Verified,Fully Paid,debt_consolidation,CA,22,20472.21,Individual
14000,13950, 60 months,14.91%,332.4,D,2 years,MORTGAGE,53000,Verified,Charged Off,home_improvement,FL,32,4310.3,Individual
4875,4875, 36 months,10.74%,159.01,B,3 years,RENT,64052,Not Verified,Fully Paid,debt_consolidation,NJ,19,5685.435796,Individual
5600,5600, 60 months,15.65%,135.15,D,6 years,MORTGAGE,70000,Source Verified,Fully Paid,debt_consolidation,MA,52,8103.429995,Individual
11000,11000, 36 months,10.00%,354.94,B,2 years,MORTGAGE,140000,Source Verified,Fully Paid,credit_card,NY,33,12777.80069,Individual
1500,1500, 36 months,13.06%,50.59,C,6 years,MORTGAGE,85000,Not Verified,Fully Paid,major_purchase,TX,27,1653.182506,Individual
8875,8875, 60 months,15.28%,212.45,D,2 years,RENT,24000,Source Verified,Fully Paid,debt_consolidation,CA,10,12746.31077,Individual
11000,11000, 36 months,10.37%,356.86,B,10+ years,RENT,52769.6,Source Verified,Fully Paid,debt_consolidation,CA,18,12864.50455,Individual
6000,6000, 60 months,9.63%,126.4,B,6 years,MORTGAGE,62000,Source Verified,Fully Paid,moving,MD,26,7382.485529,Individual
9600,7147.246982, 60 months,7.66%,193.1,A,< 1 year,RENT,35000,Source Verified,Fully Paid,credit_card,VA,19,11585.2,Individual
35000,34475, 36 months,9.63%,1123.29,B,10+ years,MORTGAGE,107000,Verified,Fully Paid,debt_consolidation,WA,15,35282.77,Individual
18000,17950, 60 months,14.91%,427.37,D,n/a,RENT,36000,Verified,Fully Paid,small_business,NY,43,22445.502,Individual
7200,7200, 36 months,7.29%,223.28,A,2 years,MORTGAGE,45000,Not Verified,Fully Paid,debt_consolidation,MO,18,8037.719365,Individual
9600,9352.4787, 60 months,15.65%,231.68,D,10+ years,MORTGAGE,98000,Verified,Fully Paid,medical,CA,33,13838.82001,Individual
8000,8000, 36 months,14.91%,276.98,D,10+ years,MORTGAGE,132000,Source Verified,Charged Off,debt_consolidation,FL,39,2215.84,Individual
12000,11921.90438, 36 months,10.74%,391.39,B,3 years,RENT,100000,Not Verified,Fully Paid,house,NJ,6,13762.22079,Individual
35000,34908.59459, 60 months,17.14%,872.48,E,8 years,RENT,75500,Verified,Charged Off,debt_consolidation,CA,22,19954.94,Individual
6000,6000, 36 months,13.80%,204.49,C,8 years,RENT,49000,Source Verified,Fully Paid,credit_card,FL,9,6770.27338,Individual
5600,5600, 36 months,7.29%,173.66,A,1 year,RENT,60000,Source Verified,Fully Paid,debt_consolidation,NY,6,6251.568627,Individual
28000,27750, 60 months,10.37%,600.03,B,10+ years,MORTGAGE,96000,Source Verified,Fully Paid,debt_consolidation,GA,43,33365.22716,Individual
5500,5500, 36 months,5.79%,166.8,A,9 years,MORTGAGE,65000,Source Verified,Fully Paid,major_purchase,GA,37,5602.811616,Individual
9000,5875, 60 months,10.00%,191.23,B,2 years,MORTGAGE,43000,Not Verified,Fully Paid,car,PA,20,9075.32,Individual
25000,24750, 60 months,10.74%,540.33,B,4 years,MORTGAGE,82000,Verified,Fully Paid,debt_consolidation,CA,14,32401.25,Individual
22800,22750, 60 months,16.02%,554.7,D,10+ years,MORTGAGE,90000,Verified,Fully Paid,debt_consolidation,NH,28,33240.89994,Individual
7000,6525, 36 months,6.92%,215.89,A,10+ years,MORTGAGE,105000,Verified,Fully Paid,home_improvement,VA,24,7771.789913,Individual
5000,5000, 60 months,15.28%,119.69,D,7 years,RENT,75000,Source Verified,Fully Paid,debt_consolidation,NV,18,6841.612675,Individual
